,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
18,1,0.0,0.0,0.0,1217.12,421.708,0.781183,1256.31,417.85,0.726084,0.0,0.0,0.0,0.0,0.0,0.0,1181.92,425.585,0.750605,1164.25,482.414,0.752575,1150.43,460.824,0.632467,1240.61,541.216,0.6250829999999991,1207.35,631.278,0.687913999999999,1185.84,695.908,0.693913999999999,1199.43,541.264,0.657782,1199.59,631.312,0.685191,1217.11,715.594,0.496295,0.0,0.0,0.0,0.0,0.0,0.0,1232.84,372.702,0.406408,1185.79,370.761,0.5717800000000001
19,1,0.0,0.0,0.0,1217.11,419.778,0.788756,1256.28,417.828,0.733236999999999,0.0,0.0,0.0,0.0,0.0,0.0,1181.93,423.657,0.751008,1164.25,480.563,0.75141,1150.43,460.815,0.634764,1238.69,541.195,0.629857999999999,1209.24,629.354,0.691785,1185.84,695.907,0.711453999999999,1197.6,541.232,0.659814,1199.56,629.392,0.687265,1217.11,715.594,0.499343,0.0,0.0,0.0,0.0,0.0,0.0,1232.83,370.805,0.393955,1185.81,368.901,0.561773
20,1,0.0,0.0,0.0,1191.67,415.88,0.826141999999999,1230.79,415.802,0.810079,1244.49,474.564,0.720132,1228.86,474.628,0.053743599999999,1154.43,417.795,0.781899,1136.83,476.508,0.799111999999999,1123.14,453.071,0.466057,1213.22,533.399,0.691141,1197.43,615.612,0.727480999999999,1183.89,690.111,0.680161,1166.15,533.408,0.669790999999999,1164.23,613.71,0.754147999999999,1183.89,684.285,0.700693999999999,0.0,0.0,0.0,0.0,0.0,0.0,1211.26,366.914,0.407504,1166.13,364.914,0.53439
21,1,0.0,0.0,0.0,1191.68,415.867,0.831565999999999,1230.8,415.796,0.813529,1244.49,474.567,0.730937,1228.87,474.616,0.056405399999999,1154.41,417.785,0.790095999999999,1136.81,476.506,0.793868999999999,1123.12,455.003,0.454754999999999,1213.22,533.376,0.693323,1197.43,613.734,0.725744,1185.74,690.11,0.672646,1166.14,533.378,0.668522,1164.23,613.693,0.756556999999999,1183.9,684.29,0.706815,0.0,0.0,0.0,0.0,0.0,0.0,1213.12,368.789,0.407644,1166.15,366.762,0.538194
22,1,0.0,0.0,0.0,1166.25,413.781,0.883193999999999,1201.47,411.922,0.813936999999999,1217.08,468.701,0.738325,0.0,0.0,0.0,1132.88,413.851,0.808257999999999,1117.2,464.849,0.710611,1105.42,451.081,0.319233,1183.78,527.487,0.712009,1174.04,611.721,0.763817,1179.91,695.94,0.7980100000000001,1134.87,525.548,0.738382,1121.14,601.947,0.860707,1119.08,674.455,0.860776,0.0,0.0,0.0,0.0,0.0,0.0,1183.85,366.812,0.503889,1142.69,364.87,0.499474
23,1,0.0,0.0,0.0,1150.46,408.005,0.863518,1183.9,409.949,0.826946,1197.47,464.855,0.816939,0.0,0.0,0.0,1113.28,409.907,0.760606999999999,1089.83,460.979,0.859486,0.0,0.0,0.0,1166.17,517.736,0.715106,1156.42,601.854,0.799186,1177.91,680.372,0.8019809999999991,1119.11,515.743,0.723013999999999,1113.31,598.002,0.779486999999999,1115.26,674.443,0.810823,0.0,0.0,0.0,0.0,0.0,0.0,1168.15,364.855,0.497129,1128.95,362.948,0.533372
24,1,0.0,0.0,0.0,1150.44,411.888,0.869965,1183.9,411.918,0.834374,1197.47,464.875,0.809203,0.0,0.0,0.0,1111.35,411.914,0.787030999999999,1089.78,460.97,0.833503999999999,0.0,0.0,0.0,1166.12,521.631,0.699633,1158.38,601.922,0.795744,1177.89,682.202,0.803441,1117.24,519.637,0.710893,1111.36,599.952,0.793165,1117.18,678.369,0.830569,0.0,0.0,0.0,0.0,0.0,0.0,1168.17,364.903,0.501309,1125.09,362.946,0.523772
25,1,0.0,0.0,0.0,1134.87,409.911,0.874702,1170.15,409.938,0.807242,1183.85,464.865,0.854418999999999,1164.2,462.844,0.0514955,1097.64,409.971,0.774681,1078.0,460.87,0.839405,1087.8,413.835,0.308720999999999,1152.49,517.693,0.710109,1150.47,598.012,0.804226999999999,1164.14,680.3,0.804612,1105.45,515.756,0.716791,1105.53,594.152,0.838402,1115.26,670.528,0.813438,0.0,0.0,0.0,0.0,0.0,0.0,1154.5,364.856,0.530513999999999,1115.25,364.862,0.580754
26,1,0.0,0.0,0.0,1134.74,407.994,0.860746999999999,1168.21,409.955,0.8441379999999991,1183.78,466.792,0.865342,1154.47,453.092,0.062263,1091.8,406.06,0.794315999999999,1076.06,460.858,0.853738,1113.3,460.8,0.050996799999999,1152.42,517.706,0.72335,1150.47,596.098,0.798474,1162.27,680.245,0.778175,1105.39,517.686,0.730762999999999,1105.53,596.066,0.848962999999999,1115.25,670.545,0.8070900000000001,0.0,0.0,0.0,0.0,0.0,0.0,1152.48,364.878,0.582554999999999,1115.22,364.821,0.565790999999999
27,1,0.0,0.0,0.0,1134.75,407.983,0.856101999999999,1168.21,409.95,0.836936999999999,1183.78,466.785,0.864078,1154.48,453.132,0.059202,1093.67,406.051,0.784319,1076.06,460.853,0.852823999999999,0.0,0.0,0.0,1152.42,517.696,0.721811,1150.48,598.018,0.80112,1162.28,680.269,0.779841999999999,1105.39,515.777,0.726999,1105.53,596.081,0.847542999999999,1115.26,670.541,0.809076999999999,0.0,0.0,0.0,0.0,0.0,0.0,1152.52,364.86,0.549848,1115.2,362.953,0.55981
28,1,0.0,0.0,0.0,1134.74,408.018,0.859248999999999,1168.25,408.018,0.823159,1183.85,464.781,0.868718999999999,0.0,0.0,0.0,1091.8,409.986,0.763378,1076.04,460.893,0.810404,1080.0,413.827,0.425898,1152.45,521.578,0.7220300000000001,1150.53,601.899,0.823028,1160.27,680.351,0.775632,1105.44,521.589,0.752351,1105.53,598.018,0.834484999999999,1117.15,676.408,0.809854,0.0,0.0,0.0,0.0,0.0,0.0,1150.57,364.863,0.509852,1105.55,364.873,0.615271
29,2,0.0,0.0,0.0,1134.73,408.004,0.857383999999999,1168.24,408.007,0.824182,1183.85,464.78,0.866695,0.0,0.0,0.0,1091.79,409.969,0.765635,1076.04,460.891,0.805917999999999,1080.0,413.834,0.408456,1152.44,519.69,0.718973,1150.53,601.899,0.82684,1160.28,680.375,0.779158999999999,1105.43,521.571,0.747018,1105.52,598.041,0.838152,1117.16,676.425,0.811516,0.0,0.0,0.0,0.0,0.0,0.0,1150.56,364.856,0.513851,1105.55,364.872,0.620085
30,2,0.0,0.0,0.0,1132.82,408.025,0.8194400000000001,1168.23,406.046,0.8156909999999991,1185.75,462.886,0.863858,0.0,0.0,0.0,1089.84,411.855,0.804052,1074.19,460.916,0.791250999999999,0.0,0.0,0.0,1152.46,519.688,0.717704999999999,1150.53,601.909,0.831418,1160.29,680.352,0.783257,1105.43,521.63,0.747294,1105.53,599.974,0.855004,1117.19,678.328,0.821461,0.0,0.0,0.0,0.0,0.0,0.0,1148.58,364.856,0.454256999999999,1105.44,364.85,0.535052
31,2,0.0,0.0,0.0,1132.81,409.928,0.824121,1168.23,406.067,0.816091999999999,1185.75,462.901,0.867861,1166.16,455.028,0.0773509,1089.83,411.887,0.815377999999999,1074.19,460.909,0.789643,0.0,0.0,0.0,1152.45,521.576,0.720938,1150.53,601.928,0.834356,1160.29,680.358,0.779042999999999,1105.41,521.646,0.750213999999999,1105.53,599.991,0.859444,1117.17,676.422,0.815523999999999,0.0,0.0,0.0,0.0,0.0,0.0,1148.57,364.875,0.471572,1105.45,364.888,0.547802
32,2,0.0,0.0,0.0,1128.96,406.075,0.818857,1168.08,404.09,0.850032999999999,1183.88,460.955,0.875498999999999,1179.86,453.103,0.0509936,1089.8,409.968,0.800383,1076.03,460.874,0.771054999999999,1078.0,413.945,0.201449,1152.42,519.639,0.713158,1150.52,600.018,0.816322,1160.29,680.342,0.783783,1105.44,521.579,0.743188,1105.51,599.952,0.849422,1117.17,678.322,0.811792,0.0,0.0,0.0,0.0,0.0,0.0,1148.51,362.937,0.466815999999999,1103.53,362.906,0.595283999999999
33,2,0.0,0.0,0.0,1130.9,408.017,0.827886,1168.07,406.011,0.834707,1183.75,460.951,0.851051,0.0,0.0,0.0,1089.87,411.908,0.773946999999999,1074.16,462.783,0.820044999999999,1076.07,413.789,0.496731,1152.42,521.602,0.724688,1150.51,601.964,0.849721,1158.34,680.34,0.791161999999999,1105.4,523.521,0.759465,1105.46,601.864,0.861266,1117.21,678.37,0.824979,0.0,0.0,0.0,0.0,0.0,0.0,1146.6,360.981,0.495241,1103.49,362.898,0.632783
34,2,0.0,0.0,0.0,1130.88,407.992,0.824009,1168.06,404.121,0.842127,1183.74,460.955,0.879730999999999,0.0,0.0,0.0,1089.85,411.898,0.778691999999999,1074.15,462.796,0.827672,1076.06,413.782,0.477149,1152.41,521.571,0.719178,1150.5,601.944,0.84818,1158.35,680.323,0.790437,1105.39,521.657,0.757691999999999,1105.46,601.86,0.862599,1117.2,678.38,0.819688,0.0,0.0,0.0,0.0,0.0,0.0,1146.59,360.961,0.498525,1103.48,361.015,0.6308100000000001
35,2,0.0,0.0,0.0,1127.02,411.884,0.8495779999999991,1166.21,406.055,0.854395,1181.86,460.889,0.894365,0.0,0.0,0.0,1089.79,413.867,0.8077000000000001,1074.02,462.814,0.837445,1076.07,415.759,0.512324,1150.57,523.524,0.728194,1150.45,601.969,0.850634,1158.32,680.342,0.803531999999999,1103.55,523.576,0.766998,1105.42,601.903,0.885587,1117.17,678.381,0.825577,0.0,0.0,0.0,0.0,0.0,0.0,1144.62,361.01,0.504334,1101.55,362.915,0.58787
36,2,0.0,0.0,0.0,1125.02,409.963,0.8525600000000001,1166.13,406.037,0.844278,1181.87,460.847,0.908121,1152.55,451.13,0.0582324,1089.72,411.951,0.814214,1074.12,462.796,0.830063,1076.04,413.928,0.480666999999999,1150.59,517.727,0.727081,1150.45,599.991,0.828418,1156.42,680.287,0.781671,1105.38,519.691,0.736931,1105.44,596.095,0.849078999999999,1115.25,670.563,0.817445,0.0,0.0,0.0,0.0,0.0,0.0,1140.7,364.827,0.498469,1101.49,364.896,0.615049
37,2,0.0,0.0,0.0,1123.13,409.91,0.848090999999999,1164.24,404.124,0.832796,1181.77,460.888,0.895145,0.0,0.0,0.0,1089.74,411.928,0.8008000000000001,1074.12,462.769,0.808622,1076.07,413.913,0.457839,1150.5,515.758,0.714951,1150.43,599.954,0.802497999999999,1158.32,680.337,0.770096,1103.51,517.686,0.733974999999999,1105.42,594.124,0.843935,1115.21,668.599,0.811377999999999,0.0,0.0,0.0,0.0,0.0,0.0,1136.88,364.857,0.626560999999999,1101.56,364.934,0.525629
