,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
12,1,70.22,368.822,0.929639,1134.81,415.786,0.743211,1103.45,406.05,0.57293,1095.64,513.815,0.414620999999999,1040.81,541.269,0.852232999999999,1166.16,423.657,0.677018999999999,1154.43,511.83,0.577338,1070.17,480.535,0.756301999999999,1095.68,590.188,0.47555699999999906,1109.37,715.593,0.434650999999999,0.0,0.0,0.0,1111.34,596.044,0.546621,1042.76,715.586,0.56515,0.0,0.0,0.0,1068.18,353.245,0.52642,1079.96,355.113,0.842955,0.0,0.0,0.0,1121.17,351.266,0.939738
13,1,958.501,370.812,0.907416999999999,1009.48,413.925,0.665173,995.735,409.923,0.486865999999999,982.036,496.187,0.125835,946.722,478.614,0.194916999999999,1025.13,415.911,0.676538,1025.15,515.767,0.661656999999999,946.703,490.263,0.769586,978.098,580.427,0.409987,968.31,695.954,0.434434999999999,0.0,0.0,0.0,991.831,586.295,0.557407,956.532,697.902,0.644609,0.0,0.0,0.0,950.686,359.06,0.779154,966.424,360.977,0.880139,0.0,0.0,0.0,1009.44,355.162,0.864947999999999
14,1,878.202,370.786,0.895706999999999,935.041,406.013,0.682116,917.374,398.144,0.595371,901.655,494.193,0.16039899999999901,866.425,527.536,0.43586199999999903,956.555,413.868,0.706562,946.818,500.109,0.640224999999999,872.326,476.524,0.839197,887.973,574.501,0.565086,872.368,684.262,0.378465999999999,0.0,0.0,0.0,921.327,584.314,0.617352999999999,915.435,697.993,0.49562399999999907,0.0,0.0,0.0,870.455,359.011,0.678338,886.08,360.969,0.909007,0.0,0.0,0.0,927.169,351.138,0.899895
15,1,821.34,368.848,0.928653,868.387,402.09,0.811021,829.201,398.229,0.70159,823.314,482.451,0.476977,792.037,535.346,0.699558999999999,901.793,406.055,0.731393,903.652,492.248,0.794582,823.401,462.936,0.7877700000000001,813.569,556.948,0.6374200000000001,795.942,668.549,0.38516,0.0,0.0,0.0,864.479,570.615,0.641157,837.047,680.307,0.429531,0.0,0.0,0.0,813.553,355.117,0.644996999999999,829.188,357.051,0.805937,0.0,0.0,0.0,866.472,349.176,0.848414999999999
16,1,792.003,368.94,0.893351999999999,837.062,400.109,0.8869800000000001,792.025,392.296,0.8309000000000001,784.114,472.674,0.6046900000000001,764.573,529.494,0.714232,880.167,407.966,0.734575,888.031,492.167,0.820418,817.462,464.882,0.819670999999999,788.1,554.957,0.674022,772.408,664.666,0.397142,0.0,0.0,0.0,840.984,568.631,0.639181999999999,815.503,680.303,0.437944,0.0,0.0,0.0,788.099,359.032,0.627734999999999,805.599,364.853,0.857136999999999,0.0,0.0,0.0,838.924,351.155,0.930998999999999
17,2,791.91,374.733,0.884502,837.097,400.212,0.857212,792.065,396.197,0.775946999999999,791.932,474.589,0.3776,764.599,537.291,0.632483,880.159,409.965,0.738777999999999,897.761,492.184,0.847123,809.68,488.357,0.794642,790.059,562.791,0.640869,774.374,680.295,0.347358,0.0,0.0,0.0,844.868,572.615,0.598588999999999,819.43,686.222,0.352763,0.0,0.0,0.0,784.147,364.842,0.615093,803.665,364.913,0.856097,0.0,0.0,0.0,837.04,351.224,0.938164999999999
18,2,790.093,378.622,0.900654,840.952,402.115,0.794661,803.761,396.231,0.703898999999999,797.85,486.358,0.528062,770.414,541.146,0.830951,883.981,411.871,0.7437800000000001,901.618,496.135,0.8629500000000001,807.584,494.155,0.896544999999999,793.98,570.572,0.657343999999999,780.211,682.234,0.35054,0.0,0.0,0.0,850.739,576.512,0.648737,827.247,688.148,0.326571,0.0,0.0,0.0,786.098,364.886,0.392653,797.88,366.807,0.855571,0.0,0.0,0.0,837.077,351.234,0.975851999999999
19,2,803.671,380.491,0.852291999999999,841.0,404.056,0.769726999999999,803.726,398.247,0.731463,797.857,486.358,0.558041999999999,770.433,539.307,0.841637,884.079,411.901,0.746773999999999,901.7,496.158,0.848140999999999,809.69,492.285,0.861054,793.956,568.633,0.655511,780.216,680.306,0.37538000000000005,0.0,0.0,0.0,850.716,574.553,0.644741999999999,823.353,684.263,0.381287,0.0,0.0,0.0,791.936,364.913,0.839001,809.658,364.926,0.876139,0.0,0.0,0.0,842.937,351.121,0.885401
20,2,799.836,372.764,0.808551999999999,839.095,402.088,0.811747,803.689,396.269,0.749004999999999,797.837,484.398,0.480427,764.547,541.195,0.794148,883.967,411.846,0.72348,901.629,494.248,0.878722,809.598,492.314,0.878852,792.07,570.578,0.641832,776.322,680.337,0.305074,0.0,0.0,0.0,846.813,580.377,0.591585,817.472,688.171,0.322199,0.0,0.0,0.0,791.944,360.971,0.771359,809.618,364.832,0.839483,0.0,0.0,0.0,842.981,351.11,0.873471
21,2,786.121,368.779,0.873068,840.979,402.127,0.816217,803.711,396.186,0.711966,795.891,480.48,0.367583,762.646,541.272,0.599963999999999,884.114,413.792,0.792088999999999,899.693,496.127,0.845509,807.642,492.282,0.856534999999999,790.081,568.616,0.618352,774.281,680.341,0.291475,0.0,0.0,0.0,842.903,580.398,0.5793,809.674,692.067,0.331864999999999,0.0,0.0,0.0,787.982,353.159,0.0996199,791.927,357.047,0.891253,0.0,0.0,0.0,833.146,353.174,0.902148
